id,n_crop,n_disease,n_medicine
173-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
173-2,[],['高温灼伤'],['微生物菌剂']
174-1,[],[],[]
174-2,[],[],['缺微肥']
175-1,[],"['土壤盐渍化', '根系发育不良', '缺素', '导致早衰', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
175-2,[],"['光合作用弱', '根系发育不良', '吸收障碍', '供应不足']","['生物菌肥', '磷酸二氢钾', '氨基酸叶面肥']"
176-1,[],"['根腐病', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵']"
177-1,[],[],['微生物菌剂']
177-2,[],"['根系发育不良导致', '枯草芽孢杆菌']","['碧护', '磷酸二氢钾']"
178-1,[],[],"['腐植酸', '平衡型水溶肥', '水溶肥']"
178-2,[],[],"['底肥', '腐植酸', '海藻素', '磷酸二氢钾', '速乐硼', '碧护', '鳌合钙', '水溶肥', '碧护', '芸苔素', '磷酸二氢钾']"
179-1,[],['用药不当'],['碧护']
179-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
180-1,[],['绵疫病'],"['双炔酰菌胺', '锰锌', '杀毒矾', '杀毒矾', '恶霜灵', '代森锰锌', '克露', '霜脲锰锌']"
180-2,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
181-1,[],['根系发育不良'],"['微生物菌剂', '甲壳素']"
181-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
182-1,[],[],"['高效氯氟氰菊酯', '噻虫嗪', '联苯菊酯', '联苯菊酯', '噻虫嗪', '联苯菊酯']"
182-2,[],[],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '高效氯氟氰菊酯', '螺虫乙酯']"
183-1,[],['用药不当'],"['磷酸二氢钾', '氨基酸叶面肥', '碧护']"
183-2,[],['施药不当'],['微生物菌剂']
184-1,[],"['炭疽病', '疫病']","['苯醚甲环唑', '烯酰吗啉', '霜霉威']"
184-2,[],['枯草芽孢杆菌'],['氨基酸']
185-1,[],"['病毒病', '蚜虫', '白粉虱', '蓟马', '螨虫', '病毒病']","['盐酸', '宁南霉素', '乙酸铜', '阿维菌素']"
185-2,[],['病毒病'],[]
187-1,[],[],"['调环酸钙', '磷酸二氢钾', '多效唑']"
187-2,[],[],"['磷酸二氢钾', '丙环唑', '调换酸']"
188-1,[],['疫病'],"['烯酰吗啉', '霜霉威']"
188-2,[],[],['联苯菊酯']
189-1,[],"['茎基腐病', '枯草芽孢杆菌']","['霜灵', '咯菌腈', '甲霜恶霉灵']"
189-2,[],['枯草芽孢杆菌'],['恶霉灵']
190-1,[],['疫病'],[]
190-2,[],['疫病'],"['苯醚甲环唑', '吡唑醚菌酯', '阿砣', '啶氧菌酯', '戊唑醇', '百菌清']"
191-2,[],[],['硝酸钾']
193-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
193-2,[],[],"['碧护', '氨基酸']"
194-2,[],[],"['微生物菌剂', '甲壳素']"
195-1,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
195-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
196-1,[],[],['磷酸二氢钾']
196-2,[],[],['水溶肥']
197-1,[],['用药不当'],['碧护']
197-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
198-1,[],"['高温气害', '肥害', '枯草芽孢杆菌']",['氨基酸']
198-2,[],[],"['生物菌肥', '芸苔素内酯']"
199-1,[],[],[]
199-2,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
200-1,[],['施药不当'],['微生物菌剂']
200-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
201-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
201-2,[],['疫病'],"['烯酰吗啉', '霜霉威']"
202-1,[],['炭疽病'],"['异菌脲', '丙森锌', '腈菌唑', '戊唑醇', '代森联', '嘧菌酯']"
202-2,[],"['炭疽病', '氟菌']","['肟菌酯', '苯醚甲环唑', '吡唑醚菌酯', '肟菌戊唑醇', '咪鲜胺', '啶氧菌酯', '咪鲜胺', '丙森锌', '咪鲜胺', '异菌脲', '吡唑醚菌酯', '氨基酸叶面肥']"
203-1,[],[],[]
203-2,[],[],"['灭蝇胺', '阿维菌素', '阿维菌素']"
204-1,[],[],"['生物菌肥', '芸苔素内酯']"
204-2,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
205-1,[],['脐腐病'],['螯合钙']
205-2,[],['灼果'],[]
206-1,[],[],"['碧护', '氨基酸', '恶霉灵', '生根剂']"
206-2,['辣椒'],"['茶黄螨', '病害表现']","['卡死克', '阿维哒螨灵', '阿维菌素', '乙螨唑']"
207-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
207-2,[],"['疫病', '花叶病']","['烯酰吗啉', '生菌素', '盐酸吗啉胍', '多抗霉素']"
208-1,[],['蚜虫'],"['吡虫啉', '吡蚜酮', '噻虫嗪', '烯啶虫胺', '联苯菊酯']"
208-2,[],"['蚜虫', '氟啶虫', '氟啶虫']","['吡虫啉', '噻虫嗪', '烯啶虫胺', '啶虫咪', '酰胺', '螺虫乙酯']"
209-1,[],[],['微生物菌剂']
209-2,[],['用药不当'],['碧护']
210-1,[],[],"['肟菌戊唑醇', '烯酰', '嘧菌酯', '霜霉威']"
210-2,[],[],['苯甲溴菌腈']
210-3,['辣椒'],"['疫病', '炭疽病']","['烯酰吗啉', '啶酰菌胺']"
211-1,[],"['土壤盐渍化', '根系发育不良', '枯草芽孢杆菌']","['腐植酸', '甲霜恶霉灵', '碧护', '磷酸二氢钾']"
212-1,[],[],['微生物菌剂']
212-2,[],['白粉病'],[]
212-3,[],[],['微生物菌剂']
213-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
213-2,[],"['炭疽病', '发病初期']","['霉灵', '阿砣', '啶氧菌酯', '施保克']"
213-3,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
214-1,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
214-2,[],['脐腐病'],['螯合钙']
214-3,[],"['脐腐病', '缺钙']","['氨基酸', '糖醇钙', '碧护', '磷酸二氢钾']"
215-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
215-2,[],[],"['生物菌肥', '芸苔素内酯']"
215-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
216-1,['辣椒'],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
216-3,['辣椒'],"['根腐病', '枯草芽孢杆菌']",['恶霉灵']
217-1,[],['疫病'],[]
217-2,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '霜脲锰锌']"
217-3,[],['疫病'],"['甲霜灵', '锰锌', '烯酰吗啉', '霜霉威盐酸盐', '霜脲锰锌']"
218-1,[],"['根腐病', '枯草芽孢杆菌']",['甲霜恶霉灵']
218-2,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
218-3,[],"['茎基腐病', '枯草芽孢杆菌']","['霜霉威', '王铜', '甲霜灵', '恶霉灵', '酸钠', '恶霉灵', '恶霉灵', '生根剂']"
219-1,[],"['枯萎病', '噁霉']","['噻菌铜', '辛菌胺醋酸盐', '福美双', '稻瘟灵']"
219-2,[],['青枯病'],"['噻唑锌', '乙蒜素', '生菌素', '喹啉铜', '络氨铜']"
219-3,[],"['枯萎病', '噁霉']","['噻菌铜', '辛菌胺醋酸盐', '福美双', '稻瘟灵']"
220-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
220-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
220-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
221-2,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
221-3,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
222-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
222-2,[],[],"['生物菌肥', '芸苔素内酯']"
222-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
223-1,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
223-2,[],"['氮肥过量', '缺硼']","['糖醇钙', '速乐硼', '氨基酸', '磷酸二氢钾', '碧护', '芸苔素']"
223-3,[],"['缺硼', '缺钙', '缺硼', '缺硼']","['速乐硼', '速乐硼', '糖醇钙']"
224-1,['辣椒'],"['炭疽病', '疫病']","['啶酰菌胺', '烯酰吗啉']"
224-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
224-3,['辣椒'],"['炭疽病', '疫病']","['啶酰菌胺', '烯酰吗啉']"
225-1,[],"['缺钙', '生理性病害', '用药不当']","['磷酸二氢钾', '氨基酸', '叶面肥']"
225-2,[],[],"['生物菌肥', '芸苔素内酯']"
225-3,[],"['缺钙', '生理性病害', '用药不当']","['磷酸二氢钾', '氨基酸', '叶面肥']"
226-1,[],"['缺钙', '脐腐病']","['速乐硼', '螯合钙', '磷酸二氢钾']"
226-2,[],['高温干旱'],"['糖醇钙', '硫酸铜', '螯合钙']"
226-3,[],"['缺钙', '脐腐病']","['速乐硼', '螯合钙', '磷酸二氢钾']"
227-1,[],[],"['氨基酸', '磷酸二氢钾肥']"
227-2,[],['供应不足'],['磷酸二氢钾']
227-3,[],['供应不足'],['磷酸二氢钾']
228-1,[],['霜霉病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
228-2,[],['霜霉病'],"['烯酰吗啉', '霜脲锰锌', '锰锌']"
228-3,[],['霜霉病'],"['杀菌剂', '湿性粉剂', '代森锰锌', '湿性粉剂', '普力克', '雷多米尔', '湿性粉剂', '霜疫清', '湿性粉剂', '百菌清', '湿性粉剂', '甲霜灵', '湿性粉剂', '克露', '湿性粉剂', '肟菌酯', '锰锌', '湿性粉剂']"
229-1,[],[],"['氨基酸', '海藻酸', '叶面肥']"
229-2,[],['生理性病害'],"['氨基酸', '十芸苔素', '碧护']"
229-3,[],[],"['氨基酸', '海藻酸', '叶面肥']"
230-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
230-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
230-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
231-1,[],"['脐腐病', '缺钙']",['螯合钙']
231-2,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
231-3,[],"['脐腐病', '缺钙']","['氨基酸', '螯合钙']"
232-1,[],[],['氨基酸']
232-2,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
232-3,[],[],['氨基酸']
233-1,[],['蚜虫'],[]
233-2,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
233-3,[],"['蚜虫', '氟啶虫']",['吡蚜酮']
234-1,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
234-2,[],['疫病危害'],['克露']
234-3,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
235-1,[],['蓟马'],"['螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
235-2,[],['病害表现'],['杀虫环']
235-3,[],['蓟马'],"['螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
236-1,[],[],"['烯酰吗啉', '霜霉']"
236-2,[],[],['代森锰锌']
236-3,[],['疫病危害'],['克露']
237-1,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
237-2,[],[],"['氯溴异氰尿酸', '噻菌铜', '乙蒜素', '硫酸铜']"
237-3,[],[],"['乙蒜素', '氯溴异氰尿酸', '春雷王铜', '氢氧化铜', '春雷霉素']"
238-1,[],"['脐腐病', '炭疽病']","['苯甲溴菌腈', '螯合钙']"
238-2,[],['脐腐病'],"['糖醇钙', '鳌合钙']"
238-3,[],"['脐腐病', '炭疽病']","['苯甲溴菌腈', '螯合钙']"
239-1,[],['病毒病'],[]
239-2,[],['茶黄螨'],"['阿维菌素', '乙螨唑']"
239-3,[],['茶黄螨'],"['阿维菌素', '乙螨唑']"
240-1,[],['缺硼'],"['氮肥', '氮肥', '碧护', '速乐硼', '鳌合钙']"
240-2,[],[],"['缺微肥', '氨基酸二轻钾肥', '水溶肥']"
240-3,[],['缺硼'],"['氮肥', '氮肥', '碧护', '速乐硼', '鳌合钙']"
241-1,[],['疫病危害'],['克露']
241-2,[],['炭疽病'],"['苯醚甲环唑', '溴菌腈', '咪鲜胺', '啶氧菌酯']"
241-3,[],['疫病危害'],['克露']
242-1,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
242-2,[],[],"['碧护', '氨基酸']"
242-3,[],[],"['碧护', '磷酸二氢钾', '氨基酸叶面肥']"
243-1,[],"['软腐病', '细菌性病害']",[]
243-2,['辣椒'],['软腐病'],"['氯虫苯甲酰胺', '甲维盐', '酰胺']"
243-3,[],"['软腐病', '细菌性病害']",[]
244-1,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
244-2,[],['炭疽病'],"['苯醚甲环唑', '咪鲜胺', '溴菌腈']"
244-3,[],['炭疽病'],"['肟菌戊唑醇', '氟硅唑', '苯甲丙环唑']"
245-1,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
245-2,[],['疫病'],"['克露', '烯酰吗啉']"
245-3,[],['疫病危害'],"['霜霉威', '菌胺', '烯酰吗啉', '湿性粉剂']"
246-1,[],[],"['酰胺', '茚虫威', '氯虫苯甲酰胺', '苏云金杆菌']"
246-2,[],[],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
246-3,[],[],"['酰胺', '茚虫威', '氯虫苯甲酰胺', '苏云金杆菌']"
247-1,[],['缺硼'],"['速乐硼', '螯合钙']"
247-2,['辣椒'],"['脐腐病', '缺钙', '生理性病害', '脐腐病']","['螯合钙', '氨基酸', '糖醇钙', '氨基酸叶面肥']"
247-3,[],['缺硼'],"['速乐硼', '螯合钙']"
248-1,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '黄腐酸', '叶面肥', '磷酸二氢钾']"
248-2,[],['气害'],[]
248-3,[],['用药不当'],"['碧护', '芸苔素内酯', '氨基酸叶面肥', '黄腐酸', '叶面肥', '磷酸二氢钾']"
249-1,[],[],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
249-2,[],"['烟青虫', '斜纹夜蛾']","['虱螨脲', '茚虫威', '氯虫苯甲酰胺', '苏云金杆菌']"
249-3,[],[],"['氯虫苯甲酰胺', '虫酰肼', '氟虫双酰胺', '茚虫威', '酰胺']"
250-1,[],['生理性病害'],"['磷酸二氢钾', '氨基酸叶面肥']"
250-2,[],['蓟马'],"['烯啶虫胺', '联苯菊酯', '噻虫嗪', '乙基多杀菌素']"
250-3,[],['生理性病害'],"['磷酸二氢钾', '氨基酸叶面肥']"
251-1,[],['炭疽病'],"['苯醚甲环唑', '吡唑醚菌酯']"
251-2,['辣椒'],"['炭疽病', '病害表现', '病斑']","['嘧菌酯', '多菌灵', '甲基托布津', '苯醚甲环唑', '百菌清']"
251-3,['辣椒'],"['炭疽病', '病害表现', '病斑']","['嘧菌酯', '多菌灵', '甲基托布津', '苯醚甲环唑', '百菌清']"
252-1,[],[],['氨基酸']
252-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
252-3,[],['用药不当'],"['碧护', '芸苔素内酯']"
253-1,[],['蚜虫'],[]
253-2,[],['蚜虫'],"['吡虫啉', '螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
253-3,[],['蚜虫'],"['吡虫啉', '螺虫乙酯', '烯啶虫胺', '噻虫嗪']"
254-1,[],"['炭疽病', '疫病']","['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '苯甲溴菌腈', '吡唑嘧菌酯', '烯酰吗啉']"
254-2,['辣椒'],"['疫病', '炭疽病']",['苯甲溴菌腈']
254-3,[],"['炭疽病', '疫病']","['苯醚甲环唑', '咪鲜胺锰盐', '腐霉利', '氟硅唑', '啶氧菌酯', '苯甲溴菌腈', '吡唑嘧菌酯', '烯酰吗啉']"
255-1,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
255-2,[],['疫病'],"['普力克', '可杀得', '霜灵', '克露', '杀毒矾', '霜灵']"
255-3,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
256-2,[],['用药不当'],"['碧护', '芸苔素内酯']"
256-3,[],['用药不当'],"['碧护', '芸苔素内酯']"
257-1,[],[],['咯菌腈']
257-2,[],[],"['多菌灵', '湿性粉剂']"
257-3,[],[],"['多菌灵', '湿性粉剂']"
258-1,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
258-2,[],[],"['生物菌肥', '芸苔素内酯']"
258-3,[],['枯草芽孢杆菌'],"['腐植酸', '碧护', '磷酸二氢钾']"
259-1,[],['施药不当'],['微生物菌剂']
259-2,[],['枯草芽孢杆菌'],['氨基酸']
259-3,[],['施药不当'],['微生物菌剂']
260-1,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
260-2,[],['疫病'],"['烯酰吗啉', '氟吗啉', '霜霉威盐酸盐', '霜脲锰锌', '锰锌', '氰霜唑']"
260-3,['辣椒'],['疫病危害'],"['氰霜唑', '锰锌', '湿性粉剂']"
